film,character,cleaned_dialogue,sentiment_score,anger,disgust,fear,joy,neutral,sadness,surprise
Pulp Fiction,VINCENT,We're happy.,0.5719,0.0021537458524107933,0.0010387025540694594,0.00035439757630228996,0.9585930109024048,0.009301737882196903,0.010279621928930283,0.018278848379850388
Pulp Fiction,JULES,"My name's Pitt, and you ain't talkin' your ass outta this shit.",-0.1901,0.7455720901489258,0.1901741623878479,0.012918111868202686,0.003558209165930748,0.028848981484770775,0.012272123247385025,0.006656354758888483
Pulp Fiction,JULES,"Whatsamatter? Oh, you were through anyway. Well, let me retort. Would you describe for me what Marsellus Wallace looks like?",0.6072,0.08895346522331238,0.15354353189468384,0.009231877513229847,0.015520377084612846,0.47292065620422363,0.025766748934984207,0.23406337201595306
Pulp Fiction,JULES,What country you from!,0.0,0.08957536518573761,0.01695374958217144,0.007616752292960882,0.016019083559513092,0.10072588175535202,0.010515935719013214,0.7585932612419128
Pulp Fiction,JULES,"""What"" ain't no country I know! Do they speak English in ""What?""",0.2914,0.07556064426898956,0.0629405826330185,0.009125334210693836,0.003396056592464447,0.03131334111094475,0.006123202852904797,0.8115408420562744
Pulp Fiction,JULES,English-motherfucker-can-you-speak- it?,0.0,0.8222295045852661,0.09360029548406601,0.011454429477453232,0.005348696373403072,0.013174528256058693,0.016267646104097366,0.03792489692568779
Pulp Fiction,JULES,Then you understand what I'm sayin'?,0.0,0.1980261504650116,0.08182947337627411,0.026469938457012177,0.04640807956457138,0.4844859540462494,0.015367995016276836,0.14741235971450806
Pulp Fiction,JULES,Now describe what Marsellus Wallace looks like!,0.4199,0.10983806848526001,0.02293860912322998,0.00961910467594862,0.05449749901890755,0.5466039180755615,0.003325782949104905,0.25317704677581787
Pulp Fiction,JULES,"Say ""What"" again! C'mon, say ""What"" again! I dare ya, I double dare ya motherfucker, say ""What"" one more goddamn time!",-0.8711,0.9172716736793518,0.02674265392124653,0.02719615213572979,0.0037444240879267454,0.005657013040035963,0.005593072157353163,0.013795081526041031
Pulp Fiction,JULES,Now describe to me what Marsellus Wallace looks like!,0.4199,0.13823369145393372,0.023528525605797768,0.011228990741074085,0.05277792364358902,0.5060238838195801,0.0047044912353158,0.2635025382041931
Pulp Fiction,JULES,� go on!,0.0,0.5763027667999268,0.052521564066410065,0.04304507002234459,0.14349472522735596,0.09437873959541321,0.026586683467030525,0.06367044895887375
